藏品编号,藏品名称,作者,时间,朝代,类别,尺寸,媒介,摘要,信用信息,图片链接,详情链接
42631,Landscape,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Paintings,"image: 53 1/8 × 20 13/16 inches (135 × 52.8 cm)
overall with mounting: 106 3/8 x 25 7/8 inches (270.2 x 65.7 cm)",Ink and color on silk; hanging scroll,,"Purchased with Museum funds from the Simkhovitch Collection, 1929","https://iiif.micr.io/wrYWe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42631
42639,Landscape,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Paintings,44 7/8 × 20 1/2 inches (114 × 52 cm),Ink on silk; hanging scroll,,"Purchased with funds contributed by Edward B. Robinette from the Simkhovitch Collection, 1929","https://iiif.micr.io/PNYTQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42639
42828,Landscape,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Paintings,9 5/8 x 9 1/2 inches (24.4 x 24.1 cm),Ink and color on silk; album leaf,,"Purchased with Museum funds from the Simkhovitch Collection, 1929","https://iiif.micr.io/PmzKq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42828
43773,Chatelaine,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Costume (including accessories),Length: 22 13/16 inches (58 cm),Silver,,"Purchased with Museum Funds, 1929","https://iiif.micr.io/Zyhza/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/43773
43799,Armchair,Artist/maker unknown,Late 18th - early 19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,35 13/16 x 22 13/16 inches (91 x 58 cm),Rosewood (zitan) with relief decoration,,"Purchased with Museum funds, 1929","https://iiif.micr.io/DVdoT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/43799
44468,Vase,Artist/maker unknown,Late 19th - early 20th century,Qing Dynasty (1644-1911),Containers,27 9/16 x 9 13/16 inches (70 x 25 cm),Porcelain with overglaze enamel decoration,,"Gift in memory of Henry C. Gibson, 1931","https://iiif.micr.io/qhiHc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/44468
45425,Teabowl,Artist/maker unknown,960-1208,Song Dynasty (960-1279),Containers,Approximately: 1 1/2 × 3 9/16 inches (3.8 × 9 cm),Glazed stoneware (Jian ware),,"Gift of Mr. and Mrs. John Story Jenks, 1936","https://iiif.micr.io/FGmrn/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45425
45429,Teabowl,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,Approximately: 3 3/4 × 5 1/16 inches (9.6 × 12.9 cm),Stoneware with brown glaze (Northern black ware),,"Gift of Mr. and Mrs. John Story Jenks, 1936","https://iiif.micr.io/BkOAM/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45429
45517,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,7 1/2 x 3 1/4 x 2 5/8 inches (19.1 x 8.3 x 6.7 cm),Enamels on gilt silver,,"Gift of Mrs. Charles M. Lea, 1937","https://iiif.micr.io/QsHnf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45517
45755,Vase,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Containers,9 13/16 x 3 7/8 inches (25 x 9.9 cm),Porcelain with overglaze decoration (Famille noire),,"Bequest of Morris R. Bockius, 1939","https://iiif.micr.io/uJpKk/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45755
45780,Bowl,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,2 1/2 x 8 7/16 inches (6.3 x 21.5 cm),Glazed porcelain (Qingbai ware),,"Gift of Mr. and Mrs. Graham Roberts, 1939","https://iiif.micr.io/zurKJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45780
46032,Fishbowl,Artist/maker unknown,16th century,Ming Dynasty (1368-1644),Containers,24 7/16 x 30 11/16 inches (62 x 78 cm),Stoneware with molded decoration and turquoise glaze,,"Gift of Julia G. Fahnestock in memory of her husband, William Fahnestock, 1940","https://iiif.micr.io/TXuQe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/46032
48706,Censer,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,2 3/16 x 3 1/8 inches (5.5 x 8 cm),Glazed porcelain (Celadon ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/EZqfN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48706
48717,Bowl,Artist/maker unknown,1271-1368,Yuan Dynasty (1271-1368),Containers,3 7/8 x 7 13/16 inches (9.8 x 19.8 cm),Glazed stoneware with lavender glaze and purple splash (Jun ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/sIEuZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48717
48721,Dish,Artist/maker unknown,14th century,Ming Dynasty (1368-1644),Containers,1 9/16 x 7 11/16 inches (4 x 19.5 cm),Glazed stoneware (Jun ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/oskvp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48721
48739,Jar,Artist/maker unknown,1368-1644,Ming Dynasty (1368-1644),Containers,13 × 13 3/8 inches (33 × 34 cm),Stoneware with underglaze slip decoration (Cizhou ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/kHVKZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48739
48744,Jar,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,23 x 16 1/2 inches (58.4 x 41.9 cm),Stoneware with underglaze slip decoration (Cizhou ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/sTSVr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48744
48768,Dish,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,1 7/16 x 7 3/16 inches (3.6 x 18.2 cm),"Glazed porcelain, monochrome with copper red glaze",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/SvVan/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48768
48769,Dish,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,1 9/16 x 8 3/16 inches (3.9 x 20.8 cm),"Porcelain, monochrome ware with copper-red glaze",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/roVyq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48769
48776,Plate,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,1 1/2 x 8 3/4 inches (3.8 x 22.3 cm),Porcelain with overglaze enamel design,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/hjXru/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48776
48886,Cup,Artist/maker unknown,19th century or later,Qing Dynasty (1644-1911),Containers,2 3/8 x 3 1/2 inches (6 x 8.9 cm),Porcelain with overglaze enamel decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/cEHkb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48886
48907,Dish,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,Width: 6 1/8 inches (15.6 cm),Jade,"This dish, one of a pair, is inscribed with a poem composed by the Qianlong emperor (ruled 1736 to 1795). The poem is written in elegant standard script calligraphy.","Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/MFRkl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48907
48924,Cup,Artist/maker unknown,18th - 19th century,Qing Dynasty (1644-1911),Containers,"2 x 3 1/2 inches (5.1 x 8.9 cm)
Base: 4 1/4 inches (10.8 cm)",Porcelain with copper-red glaze (Langyao); jade stand,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/iiopW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48924
48966,Dish,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,2 x 6 3/8 inches (5.1 x 16.2 cm),Porcelain with underglaze painted blue decoration (Jingdezhen ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/YOmRB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/48966
49082,Jarlet,Artist/maker unknown,18th - 19th century,Qing Dynasty (1644-1911),Containers,2 7/8 x 2 5/8 inches (7.3 x 6.6 cm),Porcelain with underglaze blue and red decoration,,"Gift of Mr. and Mrs. John Story Jenks, 1944","https://iiif.micr.io/qYpSI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/49082
49666,Bowl,Artist/maker unknown,19th - early 20th century,Qing Dynasty (1644-1911),Containers,1 9/16 x 5 1/8 inches (4 x 13 cm),Glazed porcelain with overglaze red enamel decoration,,"Gift of Elise Robinson Paumgarten from the Sallie Crozer Hilprecht Collection, 1945","https://iiif.micr.io/INwvO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/49666
49675,Bowl,Artist/maker unknown,1368-1644,Ming Dynasty (1368-1644),Containers,5 5/16 x 7 1/2 inches (13.5 x 19 cm),Glazed stoneware (Jun ware),,"Gift of Elise Robinson Paumgarten from the Sallie Crozer Hilprecht Collection, 1945","https://iiif.micr.io/HRTlj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/49675
49688,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,5 1/4 x 3 inches (13.3 x 7.6 cm),"Glazed porcelain, monochrome",,"Gift of Elise Robinson Paumgarten from the Sallie Crozer Hilprecht Collection, 1945","https://iiif.micr.io/NubCi/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/49688
49698,Vase,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,7 1/16 x 3 9/16 inches (18 x 9 cm),"Glazed porcelain, monochrome, Ge-type glaze",,"Gift of Elise Robinson Paumgarten from the Sallie Crozer Hilprecht Collection, 1945","https://iiif.micr.io/ViJmx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/49698
49705,Vase,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,5 7/8 x 3 1/16 inches (14.9 x 7.8 cm),"Glazed porcelain, monochrome with dark blue glaze",,"Gift of Elise Robinson Paumgarten from the Sallie Crozer Hilprecht Collection, 1945","https://iiif.micr.io/yvbwx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/49705
55026,Vase,Artist/maker unknown,Late 1800s to early 1900s,Qing Dynasty (1644-1911),Containers,27 7/8 × 11 inches (70.8 × 27.9 cm),Porcelain with overglaze enamel decoration,"The flowering plum is one of the most beloved and enduring images in Chinese art, in part because it is among the first plants to bloom each spring. As a sixth-century poet noted, ""She alone has the gift of recognizing spring."" From the twelfth century on, an entire genre of painting was devoted to aspects of the flowering plum. On this spectacular vase, the artist has given us one interpretation: a night view with the tree set against the dark, black sky. The delicate blossoms contrast with the gnarled, aged trunk of the tree as both wrap around the contours of the perfectly formed vase.","The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/fisqj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55026
55340,Bowl,Artist/maker unknown,Early 18th century,Qing Dynasty (1644-1911),Containers,3 5/8 x 7 1/2 inches (9.2 x 19.1 cm),"Porcelain with powder blue glaze, overglaze enamel (Famille verte) and gilt decoration",,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/MMswY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55340
55393,Lantern,Artist/maker unknown,18th or 19th century,Qing Dynasty (1644-1911),Lighting,Height: 11 1/4 inches (28.6 cm),Porcelain with overglaze enamel decoration (Famille rose),,"The Alfred and Margaret Caspary Memorial Gift, 1955","https://iiif.micr.io/tCNdi/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55393
55584,Dish,Artist/maker unknown,17th century,Ming Dynasty (1368-1644),Containers,1 3/4 x 7 1/2 inches (4.4 x 19.1 cm),Ceramic,,"Gift of Anne Seesholtz, 1955","https://iiif.micr.io/pmdbG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55584
57391,Bowl,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,3 1/2 x 7 3/8 inches (8.9 x 18.7 cm),Porcelain with overglaze enamel and gilt decoration,,"Gift of Mr. and Mrs. Laurence Eyre, 1958","https://iiif.micr.io/tLemp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/57391
59784,Camel,Artist/maker unknown,Mid- 8th century,Tang Dynasty (618-907),Ceremonial,Height: 23 inches (58.4 cm),Earthenware with sancai (tricolor) glaze,,"Gift of Rodman A. Heeren in memory of his mother, Fernanda Wanamaker Munn, 1963","https://iiif.micr.io/jjHLz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/59784
65274,Table,Artist/maker unknown,17th - 18th century,Qing Dynasty (1644-1911),Furniture/Furnishings,32 7/8 x 68 1/8 x 22 5/8 inches (83.5 x 173 x 57.5 cm),Asian hardwood (huanghuali),,"Purchased with funds contributed by Mr. and Mrs. Howard H. Lewis, 1969","https://iiif.micr.io/CdfoG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/65274
83977,Tray,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,3/4 x 3 15/16 x 3 15/16 inches (1.9 x 10 x 10 cm),Copper with painted enamel decoration,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/XJhGe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/83977
83980,Teacup,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,3 1/4 x 3 1/16 inches (8.2 x 7.8 cm),Enamels on copper alloy,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/xYnCp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/83980
107917,Bowl,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,5 13/16 x 3 inches (14.8 x 7.6 cm),Porcelain with underglaze blue-and-white decoration,,"The General Hector Tyndale Memorial Collection, 1897","https://iiif.micr.io/KvceO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/107917
114411,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,8 1/2 x 4 3/8 x 4 3/8 inches (21.6 x 11.1 x 11.1 cm),Cloisonné on copper,,"Purchased with Museum funds, 1876","https://iiif.micr.io/IGOqE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/114411
118960,Plate,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,1 3/16 x 8 1/8 inches (3 x 20.7 cm),Porcelain with underglaze blue decoration,,"Bequest of Alfred Duane Pell, 1925","https://iiif.micr.io/BEmhT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/118960
119011,Bowl,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,1 7/8 x 4 7/8 inches (4.8 x 12.4 cm),Porcelain with overglaze enamel decoration (Famille verte),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/xJCBS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/119011
119124,Dish,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,1 x 8 3/8 inches (2.5 x 21.2 cm),Copper with overglaze enamel decoration,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/pMTSU/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/119124
120931,Tray,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,2 3/4 × 17 1/4 × 12 3/8 inches (7 × 43.8 × 31.5 cm),Lacquer on wood with silver and gilt decoration; brass fittings,,"Purchased with Museum funds, 1876","https://iiif.micr.io/OTisz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120931
124217,Vase,Artist/maker unknown,First half of 19th century,Qing Dynasty (1644-1911),Containers,7 1/16 × 3 3/4 inches (17.9 × 9.6 cm),"Glazed porcelain, monochrome",,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/PMOGR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/124217
126389,Bamboo,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Paintings,"39 × 13 1/4 inches (99.1 × 33.7 cm)
Mount: 65 × 19 1/2 inches (165.1 × 49.5 cm)",Ink on paper; hanging scroll,,"Bequest of Warren H. and Mary I. Watanabe, 2001","https://iiif.micr.io/IzfGL/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/126389
128749,Fan,Artist/maker unknown,c. 1830,Qing Dynasty (1644-1911),Costume (including accessories),16 1/8 x 10 1/4 inches (41 x 26 cm),"Patterned silk gauze with embroidery, carved bone stick",,"Gift of Miss Emma Gillingham, 1903","https://iiif.micr.io/ZGIUd/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/128749
129915,Censer,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,11 5/8 x 9 3/4 x 2 3/4 inches (29.5 x 24.8 x 7 cm),Pewter,,"The Dr. Robert H. Lamborn Collection, 1903","https://iiif.micr.io/SFhZJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/129915
141922,Tray,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,1/2 x 4 1/16 inches (1.2 x 10.3 cm),Copper with painted enamel decoration,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/nCwsS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/141922
142344,Bottle,Artist/maker unknown,1271-1368,Yuan Dynasty (1271-1368),Containers,14 x 11 1/2 inches (35.6 x 29.2 cm),"Stoneware with underglaze slip decoration (Northern black ware, Cizhou type)",The characters translate: peace under heaven.,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/JrKfc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/142344
142460,Bowl,Artist/maker unknown,10th century,Song Dynasty (960-1279),Containers,4 3/16 x 4 1/2 inches (10.7 x 11.4 cm),Porcelaneous stoneware with transparent glaze,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/eUzwb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/142460
