Title,image_url,detail_url,Object number,Artist,Date,Medium,Dimensions,Credit Line,Culture,Place of Origin,Dynasty,Materials,Department,Classifications,On View,Markings,Period,Signed,Inscribed,(not entered)
Shaft fitting,https://searchcollection.asianart.org/internal/media/dispatcher/71616/preview,https://searchcollection.asianart.org/objects/2955/shaft-fitting?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=1613,B60B685,,approx. 300-221 BCE,,"H. 7 1/4 in x W. 2 3/4 in, H. 18.4 cm x W. 7 cm",The Avery Brundage Collection,,China,,Bronze,Chinese Art,Arms And Armament,On view,,Eastern Zhou period (770-256 BCE),,,
Hub cap,https://searchcollection.asianart.org/internal/media/dispatcher/12148/preview,https://searchcollection.asianart.org/objects/2956/hub-cap?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=1614,B60B689,,,,H. 2 3/4 in x W. 2 3/8 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
"Umbrella spoke finial, one of four",https://searchcollection.asianart.org/internal/media/dispatcher/12150/preview,https://searchcollection.asianart.org/objects/2957/umbrella-spoke-finial-one-of-four?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=1615,B60B691,,,,H. 2 in x W. 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
"Umbrella spoke finial, one of four",https://searchcollection.asianart.org/internal/media/dispatcher/12151/preview,https://searchcollection.asianart.org/objects/2958/umbrella-spoke-finial-one-of-four?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=1616,B60B692,,,,H. 2 in x W. 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
"Umbrella spoke finial, one of four",https://searchcollection.asianart.org/internal/media/dispatcher/12152/preview,https://searchcollection.asianart.org/objects/2959/umbrella-spoke-finial-one-of-four?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=1617,B60B693,,,,H. 2 in x W. 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Applique,https://searchcollection.asianart.org/internal/media/dispatcher/12153/preview,https://searchcollection.asianart.org/objects/2960/applique?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=1618,B60B694,,,,5.2 cm x 11 cm,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Finial,https://searchcollection.asianart.org/internal/media/dispatcher/12154/preview,https://searchcollection.asianart.org/objects/2961/finial?ctx=4afbcaa254b36a9d0af70fd790a7e29f6e9d20b9&idx=1619,B60B695,,approx. 300 BCE-9 CE,,H. 6 15/16 in x W. 1 3/4 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Applique,https://searchcollection.asianart.org/internal/media/dispatcher/12172/preview,https://searchcollection.asianart.org/objects/2964/applique?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1620,B60B705,,approx. 500-200 BCE,,H. 2 1/4 in x W. 2 1/4 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Vase,https://searchcollection.asianart.org/internal/media/dispatcher/44485/preview,https://searchcollection.asianart.org/objects/2965/vase?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1621,B60B724,,,,H. 3 1/2 in x W. 4 1/2 in,The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Gilded  bronze with malachite green patina,Chinese Art,Metal Arts,Not on view,,,,,
Lamp,https://searchcollection.asianart.org/internal/media/dispatcher/12206/preview,https://searchcollection.asianart.org/objects/2966/lamp?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1622,B60B726,,,,H. 3 in x W. 4 1/2 in x D. 5 1/2 in,The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Chariot fitting,https://searchcollection.asianart.org/internal/media/dispatcher/12220/preview,https://searchcollection.asianart.org/objects/2967/chariot-fitting?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1623,B60B734,,,,,The Avery Brundage Collection,,"Jincun, Henan province, China; Jincun, Henan province",,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Spear-handle finial,https://searchcollection.asianart.org/internal/media/dispatcher/12235/preview,https://searchcollection.asianart.org/objects/2970/spearhandle-finial?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1624,B60B744,,approx. 300-221 BCE,,"H. 5 1/2 in x W. 1 1/2 in D. 1 in, H. 14 cm x W. 3.8 cm x D. 2.5 cm",The Avery Brundage Collection,,China,,Bronze with inlaid gold and silver,Chinese Art,Arms And Armament,On view,,Eastern Zhou period (770-256 BCE) or later,,,
Animal-shaped vessel water dropper,https://searchcollection.asianart.org/internal/media/dispatcher/12248/preview,https://searchcollection.asianart.org/objects/2971/animalshaped-vessel-water-dropper?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1625,B60B752,,probably 25-419,,"H. 2 1/2 in x W. 3 in x D. 6 in, H. 6.4 cm x W. 7.6 cm x D. 15.2 cm",The Avery Brundage Collection,,China,Eastern Han period (25-220) or Three Kingdoms period (221-265),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Finial,https://searchcollection.asianart.org/internal/media/dispatcher/12249/preview,https://searchcollection.asianart.org/objects/2972/finial?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1626,B60B753,,,,H. 4 1/2 in x W. 2 3/4 in,The Avery Brundage Collection,,China,,Bronze with gold and silver inlays,Chinese Art,Sculpture,Not on view,,Warring States period (approx. 475-221 BCE),,,
Miniature vessel (zun),https://searchcollection.asianart.org/internal/media/dispatcher/12258/preview,https://searchcollection.asianart.org/objects/2973/miniature-vessel-zun?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1627,B60B761,,,,H. 3 3/4 in x W. 3 1/2 in,The Avery Brundage Collection,,China,prob. Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
"Handle with animal mask, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12301/preview,https://searchcollection.asianart.org/objects/2974/handle-with-animal-mask-one-of-a-pair?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1628,B60B783,,,,"H. 5 3/4 in x W. 4 in, H. 14.6 cm x W. 10.2 cm",The Avery Brundage Collection,,China,Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Sculpture,Not on view,,Warring States period (approx. 475-221 BCE),,,
"Handle with animal mask, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12302/preview,https://searchcollection.asianart.org/objects/2975/handle-with-animal-mask-one-of-a-pair?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1629,B60B784,,,,"H. 5 3/4 in x W. 4 in, H. 14.6 cm x W. 10.2 cm",The Avery Brundage Collection,,China,Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Sculpture,Not on view,,Warring States period (approx. 475-221 BCE),,,
Reclining bear and snake,https://searchcollection.asianart.org/internal/media/dispatcher/12310/preview,https://searchcollection.asianart.org/objects/2976/reclining-bear-and-snake?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1630,B60B791,,,,"H. 1 in x W. 3 in, H. 2.5 in x W. 7.6 cm",The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Sculpture,Not on view,,,,,
Cylindrical box,https://searchcollection.asianart.org/internal/media/dispatcher/12312/preview,https://searchcollection.asianart.org/objects/2977/cylindrical-box?ctx=f3a436f24c9a4a46f7682c289b7cddbf9a51f59d&idx=1631,B60B792,,,,H. 4 in x W. 1.5 in,The Avery Brundage Collection,,"Changsha, Hunan province, China; Changsha, Hunan province",Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
"Seated figure, one of four",https://searchcollection.asianart.org/internal/media/dispatcher/12324/preview,https://searchcollection.asianart.org/objects/2978/seated-figure-one-of-four?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1632,B60B800,,25-220,,"H. 3 3/4 in x W. 2 1/8 in x D. 2 1/8 in, H. 9.5 cm x W. 5.4 cm x D. 5.4 cm",The Avery Brundage Collection,,"Changsha, Henan province, China; Changsha, Henan province",,Bronze,Chinese Art,Sculpture,On view,,Eastern Han period (25-220),,,
"Seated figure, one of four",https://searchcollection.asianart.org/internal/media/dispatcher/12328/preview,https://searchcollection.asianart.org/objects/2979/seated-figure-one-of-four?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1633,B60B801,,25-220,,"H. 3 3/4 in x W. 2 7/8 in x D. 2 5/8 in, H. 9.5 cm x W. 4.8 cm x D. 6.7 cm",The Avery Brundage Collection,,"Changsha, Henan province, China; Changsha, Henan province",,Bronze,Chinese Art,Sculpture,On view,,Eastern Han period (25-220),,,
"Seated figure, one of four",https://searchcollection.asianart.org/internal/media/dispatcher/12330/preview,https://searchcollection.asianart.org/objects/2980/seated-figure-one-of-four?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1634,B60B802,,25-220,,"H. 3 3/4 in x W. 2 3/8 in x D 2 1/4 in, H. 8.6 cm x W. 6.3 cm x D. 5.7 cm",The Avery Brundage Collection,,"Henan province, China; Henan province",,Bronze,Chinese Art,Sculpture,On view,,Eastern Han period (25-220),,,
"Seated figure, one of four",https://searchcollection.asianart.org/internal/media/dispatcher/12332/preview,https://searchcollection.asianart.org/objects/2981/seated-figure-one-of-four?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1635,B60B803,,25-220,,"H. 3 3/4 in x W. 2 3/8 in x D. 2 3/4 in, H. 9.2 cm x W. 5.4 cm x D. 7 cm",The Avery Brundage Collection,,"Changsha, Hunan province, China; Changsha, Hunan province",,Bronze,Chinese Art,Sculpture,On view,,Eastern Han period (25-220),,,
Warrior,https://searchcollection.asianart.org/internal/media/dispatcher/12335/preview,https://searchcollection.asianart.org/objects/2982/warrior?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1636,B60B804,,approx. 200-317,,"H. 6 in x W. 3 in x D. 1 1/4 in, H. 15.2 cm x W. 7.6 cm x D. 3.2 cm",The Avery Brundage Collection,,"Changsha, Hunan province, China; Changsha, Hunan province",,Bronze,Chinese Art,Sculpture,On view,,Western Jin period (265–317) or earlier,,,
Incense burner,https://searchcollection.asianart.org/internal/media/dispatcher/12337/preview,https://searchcollection.asianart.org/objects/2983/incense-burner?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1637,B60B807,,,,H. 3 1/2 in x W. 8 1/4 in,The Avery Brundage Collection,,China,Eastern Han period (25-220),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
"Sleeve weight, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12338/preview,https://searchcollection.asianart.org/objects/2984/sleeve-weight-one-of-a-pair?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1638,B60B808,,300-600,,H. 2 3/4 in x W. 3 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Incense box,https://searchcollection.asianart.org/internal/media/dispatcher/12341/preview,https://searchcollection.asianart.org/objects/2985/incense-box?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1639,B60B811,,,,H. 4 in x W. 4 1/2 in,The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Lance butt,https://searchcollection.asianart.org/internal/media/dispatcher/12347/preview,https://searchcollection.asianart.org/objects/2986/lance-butt?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1640,B60B815,,500-400 BCE,,H. 5 1/2 in x W. 1 1/2 in,The Avery Brundage Collection,,"Shouzhou, China; Shouzhou",,Bronze,Chinese Art,Metal Arts,Not on view,,Spring and Autumn period (770-476 BCE) or Warring States period (approx. 475-221 BCE),,,
Hub cap,https://searchcollection.asianart.org/internal/media/dispatcher/12364/preview,https://searchcollection.asianart.org/objects/2988/hub-cap?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1641,B60B830,,,,H. 2 1/2 in x W. 3 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Hub cap,https://searchcollection.asianart.org/internal/media/dispatcher/12365/preview,https://searchcollection.asianart.org/objects/2989/hub-cap?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1642,B60B831,,,,H. 3 in x W. 4 1/4 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Staff finial in the shape of a goose head,https://searchcollection.asianart.org/internal/media/dispatcher/12375/preview,https://searchcollection.asianart.org/objects/2990/staff-finial-in-the-shape-of-a-goose-head?ctx=0478ba0b72bd4ae549ab63616f3dded2e0ac3886&idx=1643,B60B839,,,,"H. 5 1/2 in x W. 6 1/2 in, H. 14 cm x W. 16.5 cm",The Avery Brundage Collection,,China,Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Finial in the shape of a mountain goat,https://searchcollection.asianart.org/internal/media/dispatcher/12376/preview,https://searchcollection.asianart.org/objects/2991/finial-in-the-shape-of-a-mountain-goat?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1644,B60B840,,,,"H. 5 in x W. 2 3/4 in, H. 12.7 cm x W. 7 cm",The Avery Brundage Collection,,China,Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Chariot fitting,https://searchcollection.asianart.org/internal/media/dispatcher/12377/preview,https://searchcollection.asianart.org/objects/2992/chariot-fitting?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1645,B60B841,,300-200 BCE,,"H. 5 1/2 in x W. 2 in, H. 14.0 cm x W. 5.1 cm",The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,,,,
"Chariot umbrella top, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12380/preview,https://searchcollection.asianart.org/objects/2993/chariot-umbrella-top-one-of-a-pair?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1646,B60B843,,,,H. 1 1/2 in x W. 2 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
"Chariot umbrella top, one of a pair",https://searchcollection.asianart.org/internal/media/dispatcher/12381/preview,https://searchcollection.asianart.org/objects/2994/chariot-umbrella-top-one-of-a-pair?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1647,B60B844,,,,H. 1 1/2 in x W. 2 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Staff finial in the shape of a bird,https://searchcollection.asianart.org/internal/media/dispatcher/12382/preview,https://searchcollection.asianart.org/objects/2995/staff-finial-in-the-shape-of-a-bird?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1648,B60B845,,,,H. 2 1/2 in x W. 4 3/4 in,The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Metal Arts,Not on view,,Han dynasty,,,
Incense burner (boshanlu),https://searchcollection.asianart.org/internal/media/dispatcher/12387/preview,https://searchcollection.asianart.org/objects/2996/incense-burner-boshanlu?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1649,B60B848,,approx. 25-100,,H. 6 in x W. 4 in,The Avery Brundage Collection,,China,Eastern Han period (25-220),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Hub cap and linch pin,https://searchcollection.asianart.org/internal/media/dispatcher/12393/preview,https://searchcollection.asianart.org/objects/2998/hub-cap-and-linch-pin?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1650,B60B854,,approx. 300-221 BCE,,H. 2 3/4 in x W. 2 1/2 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Four-legged vessel for color mixing,https://searchcollection.asianart.org/internal/media/dispatcher/12394/preview,https://searchcollection.asianart.org/objects/2999/fourlegged-vessel-for-color-mixing?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1651,B60B856,,,,H. 3 1/4 in x W. 3 1/2 in,The Avery Brundage Collection,,China,Western Zhou period (approx. 1050-771 BCE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Incense burner (boshanlu),https://searchcollection.asianart.org/internal/media/dispatcher/68555/preview,https://searchcollection.asianart.org/objects/3001/incense-burner-boshanlu?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1652,B60B860,,approx. 100-419,,"H. 3 3/4 in x W. 3 1/4 in, H. 9.5 cm W. 8.3 cm",The Avery Brundage Collection,,China,Eastern Han period (25-220) or Three Kingdoms period (221-265),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Umbrella spoke finial,https://searchcollection.asianart.org/internal/media/dispatcher/12404/preview,https://searchcollection.asianart.org/objects/3004/umbrella-spoke-finial?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1653,B60B865,,,,H. 2 1/2 in x W. 3/4 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Umbrella spoke finial,https://searchcollection.asianart.org/internal/media/dispatcher/12405/preview,https://searchcollection.asianart.org/objects/3005/umbrella-spoke-finial?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1654,B60B866,,,,H. 2 1/2 in x W. 3/4 in,The Avery Brundage Collection,,China,,Bronze,Chinese Art,Metal Arts,Not on view,,Warring States period (approx. 475-221 BCE),,,
Chariot fitting,https://searchcollection.asianart.org/internal/media/dispatcher/12406/preview,https://searchcollection.asianart.org/objects/3008/chariot-fitting?ctx=fb47abce59886240b012043c4822e1170c7fbc0c&idx=1655,B60B869,,approx. 400-221 BCE,,"H. 2 1/2 in x W. 2 1/4 in x D. 1 1/4 in, H. 6.4 cm x W. 5.7 cm",The Avery Brundage Collection,,China,,Bronze with inlaid gold,Chinese Art,Arms And Armament,On view,,Eastern Zhou period (770-256 BCE) or later,,,
Vessel (li ding),https://searchcollection.asianart.org/internal/media/dispatcher/12468/preview,https://searchcollection.asianart.org/objects/3011/vessel-li-ding?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=1656,B60B924,,,,H. 7 in x W. 5.5 in,The Avery Brundage Collection,,China,Han dynasty (206 BCE-220 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
Vessel (hu),https://searchcollection.asianart.org/internal/media/dispatcher/12517/preview,https://searchcollection.asianart.org/objects/3012/vessel-hu?ctx=9ae2e4ed23a795db2d39a244aca17f038c9e51c6&idx=1657,B60B943,,,,H. 14 1/2 in x W. 10 in x D. 5 in,The Avery Brundage Collection,,China,Western Han period (206 BCE-9 CE),Bronze,Chinese Art,Metal Arts,Not on view,,,,,
